ontology	genes_in_set	overlapping_genes	Beta	P	P_bonf_adj	cond_P	cond_P_bonf_adj
anchored component of synaptic vesicle membrane (GO:0098993)	20	1	2.2379906783522148	0.0298435373228111	1.0	0.1054602877793429	1.0
presynaptic endocytic zone (GO:0098833)	21	1	2.186647698226951	0.0335896490865531	1.0	0.1646316363730947	1.0
presynaptic active zone cytoplasmic component (GO:0098831)	21	1	2.186647698226951	0.0335896490865531	1.0	0.1412744429543136	1.0
synaptic cleft (GO:0043083)	22	1	2.137807845851003	0.0375401100669865	1.0	0.1001788496500917	1.0
synaptic vesicle exocytosis (GO:0016079)	83	2	1.4869314372934317	0.039457597513029	1.0	0.2153012316535014	1.0
ligand-gated ion channel activity involved in regulation of presynaptic membrane potential (GO:0099507)	24	1	2.0467366838248764	0.0460262012335167	1.0	0.1735754759082579	1.0
presynaptic dense core vesicle exocytosis (GO:0099525)	24	1	2.0467366838248764	0.0460262012335167	1.0	0.1383748057156802	1.0
postsynaptic density assembly (GO:0097107)	26	1	1.9632556811873103	0.0552447390307637	1.0	0.2165772036898815	1.0
regulation of synapse maturation (GO:0090128)	27	1	1.923985267479853	0.060110593744562	1.0	0.1826267393095479	1.0
structural constituent of postsynapse (GO:0099186)	28	1	1.886195236472564	0.0651379099980247	1.0	0.1979333354125979	1.0
regulation of presynaptic cytosolic calcium levels (GO:0099509)	29	1	1.8497778868067392	0.0703195857766737	1.0	0.2010192965979211	1.0
synapse maturation (GO:0060074)	34	1	1.685226270974397	0.098303508655407	1.0	0.2673441818211022	1.0
postsynaptic specialization assembly (GO:0098698)	40	1	1.5178738272836587	0.135615273438391	1.0	0.3898648227548992	1.0
neuronal dense core vesicle (GO:0098992)	40	1	1.5178738272836572	0.1356152734383913	1.0	0.161506735085399	1.0
modification of postsynaptic structure (GO:0099010)	52	1	1.2490128554466349	0.2181053584862197	1.0	0.4535252852010971	1.0
transport	53	1	1.2295450047284924	0.2252797659952012	1.0	0.4940786926531294	1.0
regulation of postsynapse organization (GO:0099175)	55	1	1.1917051395933171	0.2397161406234048	1.0	0.4629589289795347	1.0
modification of synaptic structure (GO:0099563)	55	1	1.191705139593317	0.2397161406234049	1.0	0.4878971557357415	1.0
integral component of synaptic vesicle membrane (GO:0030285)	57	1	1.15523794836149	0.2542503553283788	1.0	0.4940969649810419	1.0
postsynapse organization (GO:0099173)	75	1	0.8756281761297465	0.3865025430552923	1.0	0.6535873358258659	1.0
synapse assembly (GO:0007416)	163	1	0.0877030784206341	0.9306321598778138	1.0	0.6800210082461071	1.0
regulation of postsynaptic membrane neurotransmitter receptor levels (GO:0099072)	167	1	0.0631114451336616	0.950048619079795	1.0	0.6196816448008047	1.0
presynapse organization (GO:0099172)	2	0	0.0	1.0	1.0	1.0	1.0
presynapse assembly (GO:0099054)	15	0	0.0	1.0	1.0	1.0	1.0
regulation of presynapse organization (GO:0099174)	2	0	0.0	1.0	1.0	1.0	1.0
regulation of synaptic signaling by nitric oxide (GO:0150045)	2	0	0.0	1.0	1.0	1.0	1.0
synaptic signaling by nitric oxide (GO:0099163)	3	0	0.0	1.0	1.0	1.0	1.0
synaptic target recognition (GO:0008039)	3	0	0.0	1.0	1.0	1.0	1.0
regulation of modification of postsynaptic structure (GO:0099159)	19	0	0.0	1.0	1.0	1.0	1.0
structural constituent of postsynaptic actin cytoskeleton (GO:0098973)	6	0	0.0	1.0	1.0	1.0	1.0
regulation of synaptic membrane adhesion (GO:0099179)	7	0	0.0	1.0	1.0	1.0	1.0
trans-synaptic signaling, modulating synaptic transmission (GO:0099550)	7	0	0.0	1.0	1.0	1.0	1.0
regulation of modification of postsynaptic actin cytoskeleton (GO:1905274)	13	0	0.0	1.0	1.0	1.0	1.0
postsynaptic specialization organization (GO:0099084)	4	0	0.0	1.0	1.0	1.0	1.0
regulation of trans-synaptic signaling by BDNF, modulating synaptic transmission (GO:0150035)	2	0	0.0	1.0	1.0	1.0	1.0
modification of synaptic structure, modulating synaptic transmission (GO:0099564)	1	0	0.0	1.0	1.0	1.0	1.0
regulation of modification of synaptic structure (GO:1905244)	2	0	0.0	1.0	1.0	1.0	1.0
regulation of modification of synapse structure, modulating synaptic transmission (GO:0098987)	2	0	0.0	1.0	1.0	1.0	1.0
regulation of synapse organization (GO:0050807)	29	0	0.0	1.0	1.0	1.0	1.0
synaptic signaling via neuropeptide (GO:0099538)	8	0	0.0	1.0	1.0	1.0	1.0
structural constituent of presynaptic actin cytoskeleton (GO:0098699)	1	0	0.0	1.0	1.0	1.0	1.0
trans-synaptic signaling by BDNF, modulating synaptic transmission (GO:0099183)	6	0	0.0	1.0	1.0	1.0	1.0
trans-synaptic signalling via exosome (GO:0099157)	1	0	0.0	1.0	1.0	1.0	1.0
structural constituent of postsynaptic intermediate filament cytoskeleton (GO:0099184)	2	0	0.0	1.0	1.0	1.0	1.0
structural constituent of postsynaptic specialization (GO:0098879)	3	0	0.0	1.0	1.0	1.0	1.0
structural constituent of synapse-associated extracellular matrix (GO:0150043)	1	0	0.0	1.0	1.0	1.0	1.0
trans-synaptic signaling by trans-synaptic complex, modulating synaptic transmission (GO:0099557)	2	0	0.0	1.0	1.0	1.0	1.0
modification of postsynaptic actin cytoskeleton (GO:0098885)	26	0	0.0	1.0	1.0	1.0	1.0
maintenance of postsynaptic density structure (GO:0099562)	6	0	0.0	1.0	1.0	1.0	1.0
regulation of presynapse assembly (GO:1905606)	31	0	0.0	1.0	1.0	1.0	1.0
translation at presynapse (GO:0140236)	51	0	0.0	1.0	1.0	1.0	1.0
translation at postsynapse (GO:0140242)	56	0	0.0	1.0	1.0	1.0	1.0
regulation of translation at postsynapse (GO:0140245)	4	0	0.0	1.0	1.0	1.0	1.0
RNA polyadenylation at postsynapse (GO:0140235)	1	0	0.0	1.0	1.0	1.0	1.0
axo-dendritic transport (GO:0008088)	28	0	0.0	1.0	1.0	1.0	1.0
axonal transport (GO:0098930)	10	0	0.0	1.0	1.0	1.0	1.0
anterograde axonal transport (GO:0008089)	6	0	0.0	1.0	1.0	1.0	1.0
anterograde axonal protein transport (GO:0099641)	2	0	0.0	1.0	1.0	1.0	1.0
anterograde axonal transport of neurotransmitter receptor complex (GO:0140231)	1	0	0.0	1.0	1.0	1.0	1.0
axonal transport of messenger ribonucleoprotein complex (GO:0099088)	1	0	0.0	1.0	1.0	1.0	1.0
dendritic transport (GO:0098935)	19	0	0.0	1.0	1.0	1.0	1.0
anterograde dendritic transport (GO:0098937)	9	0	0.0	1.0	1.0	1.0	1.0
anterograde dendritic transport of neurotransmitter receptor complex (GO:0098971)	6	0	0.0	1.0	1.0	1.0	1.0
dendritic transport of mitochondrion (GO:0098939)	1	0	0.0	1.0	1.0	1.0	1.0
dendritic transport of ribonucleoprotein complex (GO:0098961)	6	0	0.0	1.0	1.0	1.0	1.0
dendritic transport of messenger ribonucleoprotein complex (GO:0098963)	6	0	0.0	1.0	1.0	1.0	1.0
anterograde dendritic transport of messenger ribonucleoprotein complex (GO:0098964)	2	0	0.0	1.0	1.0	1.0	1.0
retrograde dendritic transport (GO:0098934)	1	0	0.0	1.0	1.0	1.0	1.0
synaptic vesicle cytoskeletal transport (GO:0099514)	4	0	0.0	1.0	1.0	1.0	1.0
synaptic vesicle transport along microtubule (GO:0099517)	4	0	0.0	1.0	1.0	1.0	1.0
anterograde synaptic vesicle transport (GO:0048490)	4	0	0.0	1.0	1.0	1.0	1.0
regulation of anterograde synaptic vesicle transport (GO:1903742)	2	0	0.0	1.0	1.0	1.0	1.0
synaptic vesicle recycling via endosome (GO:0036466)	3	0	0.0	1.0	1.0	1.0	1.0
regulation of recycling endosome localization within postsynapse (GO:0099158)	1	0	0.0	1.0	1.0	1.0	1.0
establishment of endoplasmic reticulum localization to postsynapse (GO:0099089)	1	0	0.0	1.0	1.0	1.0	1.0
neurotransmitter receptor transport postsynaptic membrane to endosome (GO:0098968)	2	0	0.0	1.0	1.0	1.0	1.0
neurotransmitter receptor transport to postsynaptic membrane (GO:0098969)	5	0	0.0	1.0	1.0	1.0	1.0
translation at synapse (GO:0140241)	56	0	0.0	1.0	1.0	1.0	1.0
regulation of synapse assembly (GO:0051963)	113	0	0.0	1.0	1.0	1.0	1.0
neurotransmitter biosynthetic process (GO:0042136)	2	0	0.0	1.0	1.0	1.0	1.0
protein catabolic process at postsynapse (GO:0140249)	20	0	0.0	1.0	1.0	1.0	1.0
regulation of postsynapse assembly (GO:0150052)	62	0	0.0	1.0	1.0	1.0	1.0
regulation of postsynaptic specialization assembly (GO:0099150)	9	0	0.0	1.0	1.0	1.0	1.0
postsynaptic membrane assembly (GO:0097104)	1	0	0.0	1.0	1.0	1.0	1.0
maintenance of synapse structure (GO:0099558)	23	0	0.0	1.0	1.0	1.0	1.0
maintenance of alignment of postsynaptic density and presynaptic active zone (GO:0099559)	4	0	0.0	1.0	1.0	1.0	1.0
maintenance of postsynaptic specialization structure (GO:0098880)	13	0	0.0	1.0	1.0	1.0	1.0
retrograde trans-synaptic signaling by trans-synaptic protein complex (GO:0098942)	4	0	0.0	1.0	1.0	1.0	1.0
presynaptic cytoskeleton organization (GO:0099187)	9	0	0.0	1.0	1.0	1.0	1.0
presynaptic actin cytoskeleton organization (GO:0099140)	8	0	0.0	1.0	1.0	1.0	1.0
postsynaptic cytoskeleton organization (GO:0099188)	27	0	0.0	1.0	1.0	1.0	1.0
postsynaptic actin cytoskeleton organization (GO:0098974)	21	0	0.0	1.0	1.0	1.0	1.0
postsynaptic spectrin-associated cytoskeleton organization (GO:0099190)	4	0	0.0	1.0	1.0	1.0	1.0
metabolism	106	0	0.0	1.0	1.0	1.0	1.0
ATP metabolic process in the presynapse	1	0	0.0	1.0	1.0	1.0	1.0
regulation of ATP metabolic process in the presynapse	1	0	0.0	1.0	1.0	1.0	1.0
ATP metabolic process in the postsynapse	1	0	0.0	1.0	1.0	1.0	1.0
protein catabolic process, modulating synaptic transmission (GO:0099546)	1	0	0.0	1.0	1.0	1.0	1.0
regulation of protein catabolic process at synapse, modulating synaptic transmission (GO:0099574)	8	0	0.0	1.0	1.0	1.0	1.0
regulation of protein catabolic process at postsynapse, modulating synaptic transmission (GO:0099576)	6	0	0.0	1.0	1.0	1.0	1.0
regulation of protein catabolic process at presynapse, modulating synaptic transmission (GO:0099575)	1	0	0.0	1.0	1.0	1.0	1.0
regulation of translation at synapse, modulating synaptic transmission (GO:0099547)	7	0	0.0	1.0	1.0	1.0	1.0
regulation of translation at postsynapse, modulating synaptic transmission (GO:0099578)	3	0	0.0	1.0	1.0	1.0	1.0
regulation of translation at presynapse, modulating synaptic transmission (GO:0099577)	2	0	0.0	1.0	1.0	1.0	1.0
neurotransmitter catabolic process (GO:0042135)	2	0	0.0	1.0	1.0	1.0	1.0
protein catabolic process at synapse (GO:0140246)	25	0	0.0	1.0	1.0	1.0	1.0
protein catabolic process at presynapse (GO:0140247)	5	0	0.0	1.0	1.0	1.0	1.0
regulation protein catabolic process at presynapse (GO:0140251)	4	0	0.0	1.0	1.0	1.0	1.0
regulation protein catabolic process at postsynapse (GO:0140252)	15	0	0.0	1.0	1.0	1.0	1.0
trans-synaptic signaling by trans-synaptic complex (GO:0099545)	9	0	0.0	1.0	1.0	1.0	1.0
G protein-coupled neurotransmitter receptor activity involved in regulation of postsynaptic membrane potential (GO:0099579)	4	0	0.0	1.0	1.0	1.0	1.0
trans-synaptic signaling by nitric oxide, modulating synaptic transmission (GO:0099555)	1	0	0.0	1.0	1.0	1.0	1.0
postsynaptic septin cytoskeleton (GO:0150050)	1	0	0.0	1.0	1.0	1.0	1.0
postsynaptic spectrin-associated cytoskeleton (GO:0099189)	1	0	0.0	1.0	1.0	1.0	1.0
spine apparatus membrane (GO:0098897)	2	0	0.0	1.0	1.0	1.0	1.0
integral component of spine apparatus membrane (GO:0099065)	2	0	0.0	1.0	1.0	1.0	1.0
postsynaptic Golgi apparatus (GO:0150051)	4	0	0.0	1.0	1.0	1.0	1.0
postsynaptic specialization, intracellular component (GO:0099091)	11	0	0.0	1.0	1.0	1.0	1.0
extrinsic component of postsynaptic specialization membrane (GO:0098892)	2	0	0.0	1.0	1.0	1.0	1.0
anchored component of postsynaptic density membrane (GO:0099031)	11	0	0.0	1.0	1.0	1.0	1.0
postsynaptic specialization membrane of symmetric synapse (GO:0099164)	1	0	0.0	1.0	1.0	1.0	1.0
postsynaptic endocytic zone membrane (GO:0098844)	2	0	0.0	1.0	1.0	1.0	1.0
postsynaptic endosome (GO:0098845)	24	0	0.0	1.0	1.0	1.0	1.0
postsynaptic endosome membrane (GO:0098895)	3	0	0.0	1.0	1.0	1.0	1.0
postsynaptic actin cytoskeleton (GO:0098871)	21	0	0.0	1.0	1.0	1.0	1.0
extrinsic component of postsynaptic endosome membrane (GO:0098999)	1	0	0.0	1.0	1.0	1.0	1.0
postsynaptic early endosome membrane (GO:0098896)	1	0	0.0	1.0	1.0	1.0	1.0
extrinsic component of postsynaptic early endosome membrane (GO:0098998)	1	0	0.0	1.0	1.0	1.0	1.0
postsynaptic recycling endosome (GO:0098837)	11	0	0.0	1.0	1.0	1.0	1.0
postsynaptic recycling endosome membrane (GO:0098944)	7	0	0.0	1.0	1.0	1.0	1.0
anchored component of postsynaptic recycling endosome membrane (GO:0099033)	2	0	0.0	1.0	1.0	1.0	1.0
integral component of postsynaptic recycling endosome membrane (GO:0099063)	2	0	0.0	1.0	1.0	1.0	1.0
extrinsic component of postsynaptic membrane (GO:0098890)	12	0	0.0	1.0	1.0	1.0	1.0
postsynaptic ribosome	70	0	0.0	1.0	1.0	1.0	1.0
postsynaptic ER	9	0	0.0	1.0	1.0	1.0	1.0
postsynaptic ER membrane	2	0	0.0	1.0	1.0	1.0	1.0
integral component of postsynaptic ER membrane	2	0	0.0	1.0	1.0	1.0	1.0
postsynaptic SER	4	0	0.0	1.0	1.0	1.0	1.0
postsynaptic early endosome (GO:0098842)	5	0	0.0	1.0	1.0	1.0	1.0
postsynaptic SER membrane	1	0	0.0	1.0	1.0	1.0	1.0
postsynaptic intermediate filament cytoskeleton (GO:0099160)	3	0	0.0	1.0	1.0	1.0	1.0
postsynaptic cytosol (GO:0099524)	51	0	0.0	1.0	1.0	1.0	1.0
synaptic membrane (GO:0097060)	26	0	0.0	1.0	1.0	1.0	1.0
extrinsic component of synaptic membrane (GO:0099243)	2	0	0.0	1.0	1.0	1.0	1.0
integral component of synaptic membrane (GO:0099699)	19	0	0.0	1.0	1.0	1.0	1.0
presynaptic cytosol (GO:0099523)	53	0	0.0	1.0	1.0	1.0	1.0
presynaptic cytoskeleton (GO:0099569)	5	0	0.0	1.0	1.0	1.0	1.0
presynaptic intermediate filament cytoskeleton (GO:0099182)	1	0	0.0	1.0	1.0	1.0	1.0
presynaptic actin cytoskeleton (GO:0099143)	2	0	0.0	1.0	1.0	1.0	1.0
anchored component of presynaptic active zone membrane (GO:0099029)	8	0	0.0	1.0	1.0	1.0	1.0
presynaptic endosome (GO:0098830)	13	0	0.0	1.0	1.0	1.0	1.0
presynaptic endosome membrane (GO:0098954)	2	0	0.0	1.0	1.0	1.0	1.0
integral component of presynaptic endosome membrane (GO:0099067)	2	0	0.0	1.0	1.0	1.0	1.0
synaptic vesicle lumen (GO:0034592)	1	0	0.0	1.0	1.0	1.0	1.0
postsynaptic cytoskeleton (GO:0099571)	26	0	0.0	1.0	1.0	1.0	1.0
extrinsic component of synaptic vesicle membrane (GO:0098850)	25	0	0.0	1.0	1.0	1.0	1.0
neuronal dense core vesicle membrane (GO:0099012)	6	0	0.0	1.0	1.0	1.0	1.0
extrinsic component of neuronal dense core vesicle membrane (GO:0098674)	2	0	0.0	1.0	1.0	1.0	1.0
integral component of neuronal dense core vesicle membrane (GO:0099066)	4	0	0.0	1.0	1.0	1.0	1.0
extrinsic component of presynaptic membrane (GO:0098888)	8	0	0.0	1.0	1.0	1.0	1.0
presynaptic ribosome	52	0	0.0	1.0	1.0	1.0	1.0
presynaptic ER	4	0	0.0	1.0	1.0	1.0	1.0
presynaptic ER membrane	1	0	0.0	1.0	1.0	1.0	1.0
integral component of presynaptic ER membrane	1	0	0.0	1.0	1.0	1.0	1.0
presynaptic SER	2	0	0.0	1.0	1.0	1.0	1.0
presynaptic SER membrane	2	0	0.0	1.0	1.0	1.0	1.0
integral component of presynaptic SER membrane	1	0	0.0	1.0	1.0	1.0	1.0
extracellular matrix of synaptic cleft (GO:0098965)	5	0	0.0	1.0	1.0	1.0	1.0
neuronal dense core vesicle lumen (GO:0099013)	8	0	0.0	1.0	1.0	1.0	1.0
integral component of postsynaptic SER membrane	1	0	0.0	1.0	1.0	1.0	1.0
extrasynaptic space (GO:0099544)	7	0	0.0	1.0	1.0	1.0	1.0
perisynaptic extracellular matrix (GO:0098966)	6	0	0.0	1.0	1.0	1.0	1.0
neurotransmitter receptor activity involved in regulation of postsynaptic cytosolic calcium levels (GO:0099583)	1	1	0.0	1.0	1.0	1.0	1.0
G-protein coupled neurotransmitter receptor activity involved in regulation of postsynaptic cytosolic calcium levels (GO:0098872)	1	1	0.0	1.0	1.0	1.0	1.0
intracellular cAMP-activated cation channel activity involved in regulation of postsynaptic membrane potential (GO:0140233)	4	0	0.0	1.0	1.0	1.0	1.0
voltage-gated ion channel activity involved in regulation of postsynaptic membrane potential (GO:1905030)	5	0	0.0	1.0	1.0	1.0	1.0
regulation of postsynaptic neurotransmitter receptor activity (GO:0098962)	22	0	0.0	1.0	1.0	1.0	1.0
neurotransmitter receptor localization to postsynaptic specialization membrane (GO:0099645)	58	0	0.0	1.0	1.0	1.0	1.0
regulation of neurotransmitter receptor localization to postsynaptic specialization membrane (GO:0098696)	32	0	0.0	1.0	1.0	1.0	1.0
postsynaptic neurotransmitter receptor diffusion trapping (GO:0098970)	8	0	0.0	1.0	1.0	1.0	1.0
regulation of postsynaptic neurotransmitter receptor diffusion trapping (GO:0150054)	5	0	0.0	1.0	1.0	1.0	1.0
postsynaptic neurotransmitter receptor endocytosis (GO:0098884)	54	0	0.0	1.0	1.0	1.0	1.0
regulation of postsynaptic neurotransmitter receptor endocytosis (GO:0099149)	43	0	0.0	1.0	1.0	1.0	1.0
postsynaptic endocytosis (GO:0140239)	1	0	0.0	1.0	1.0	1.0	1.0
